product_1,product_1_title,product_1_img,product_2,product_2_title,product_2_img,simple_compatible,Gemeni_compatible,reason
DBYH4057,Tempered Glass Scalloped Edge Kitchen Serving Bowl with Bronze Metal Scroll Stand,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/71860102/1/c.jpg,CSOU1519,Tempered Glass Dinning Table Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/324872240/1/c.jpg,No,No,"The styles are in direct conflict. The serving bowl features a traditional, ornate design with a dark bronze scrolled base, while the dining set is distinctly modern glam with its bright gold cylindrical legs and contemporary chair silhouettes. The metal finishes and overall design languages would clash."
FFRF1132,"Forno 3 Piece 30"" Kitchen Bonus Package",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/250592663/1/c.jpg,ICO11709,Hollywood Loft 8 - Person Extendable Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/252821008/1/c.jpg,Yes,No,"The sleek, modern, and professional style of the stainless steel appliances clashes with the ornate, glamorous, and mirrored design of the Hollywood Loft dining set. The two aesthetics are too divergent to create a cohesive look in a shared kitchen and dining space."
VIK10067,Viking 3-Ply Black & Copper 11 Piece Cookware Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/131625040/1/c.jpg,GLLK1035,"FK-FUSION 96"" H x 103"" W x 24"" D Medium Density Fiberboard (MDF) Ready-to-Assemble Kitchen Cabinet Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/276187659/1/c.jpg,Yes,Yes,"Both products share a clean, modern aesthetic. The matte black and copper of the cookware would provide a striking and sophisticated contrast against the white matte cabinets, while the copper accents would harmonize with other warm metal fixtures in a contemporary kitchen."
AAQP1007,Dash Mixers 6 Speed 2.5 Qt. Stand Mixer,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/16105333/1/c.jpg,NNIT1043,"Standard Kitchen Cabinet 3 Drawer Base 12""/15""/18""/21""/24""/27""/30""/36""W x 34.5""H in White Shaker",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/257222387/1/c.jpg,Yes,No,"The bright yellow, retro-inspired design of the mixer, with its rounded curves and chrome accents, clashes with the clean, modern, and rectilinear lines of the white shaker cabinets. The two pieces belong to different design eras and would create a visually incoherent look in the same kitchen."
GPDF2660,Arrahma Maximo 7F3891602E2A4C5E9247AC0F0989B04E,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/185401749/1/c.jpg,XTIS1054,Solid wood kitchen island,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/320226094/1/c.jpg,No,No,"These products are designed for completely different rooms; a bedroom set and a kitchen island do not belong together. Additionally, the sleek, modern glam style of the bedroom set clashes with the traditional, vintage aesthetic of the wooden kitchen island."
UFIE1191,Teller 5 - Piece Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/110774036/1/c.jpg,ROSP5529,Davisboro Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/43681494/1/c.jpg,No,No,"While both items share a glamorous, modern aesthetic with chrome finishes and bold designs, Product 1 is a complete dining set and Product 2 is a dining table. You would not place two dining tables in the same room, making this pairing functionally incompatible."
EVYN2776,"Amla 47.25"" Mirrored Glass Console Table Entryway Living Sofa Table",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/332312669/1/c.jpg,CKLI1123,"DeGrailly 57"" Wide 3 Drawer Mirrored Glass Sideboard",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/327157587/1/c.jpg,Yes,Yes,"Both pieces share a strong glam aesthetic, featuring all-over mirrored surfaces and sparkly, crystalline inlays. While the inlay colors differ (black vs. silver), their shared materials and bold, luxurious style make them a cohesive pairing for a living or dining room."
CKLI1070,Douty 52''  Tempered Glass Dining Table Mirrored Crushed Diamond Inlay,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/198373070/1/c.jpg,ICO11881,Platine De Royale 9-piece Dining Room Set - Champagne,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/261735943/1/c.jpg,No,No,"While both pieces aim for a 'glam' aesthetic with mirrored accents, their core styles are in direct conflict. The table's sleek, modern, geometric design clashes with the ornate, traditionally carved, French Provincial style of the dining set, creating a visually jarring and incoherent look."
QENZ1068,Farmhouse Kitchen Pantry Cabinet With Sliding Storage Rack And 6 Hanging Shelves For Kitchen,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/362352144/1/c.jpg,ASD10205,"Country 30"" L x 22"" W Farmhouse Kitchen Sink with Sink Caddy / Sponge Holder",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/0/1/c.jpg,Yes,Yes,"Both products share a distinct farmhouse/country style. The off-white color of the pantry cabinet is a perfect match for the 'Bisque' finish of the apron-front sink, creating a cohesive and warm kitchen aesthetic."
GLLK1033,"FK-URBAN 96"" H x 96"" W x 96"" D Medium Density Fiberboard (MDF) Ready-to-Assemble Kitchen Cabinet Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/276187641/1/c.jpg,CAGN1004,Caannasweis 11 Piece Aluminum Nonstick Cookware Set Pots and Pans Set Non Stick,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/225249400/1/c.jpg,Yes,Yes,"Both items share a modern design language and a light, neutral color palette. The cookware's speckled finish and light wood-grain handles would add a beautiful layer of warmth and texture against the sleek, high-gloss white of the cabinets, creating a balanced and stylish contemporary kitchen."
CAGN1032,Caannasweis Nonstick Cookware Sets Kitchen Pots and Pans,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/314457279/1/c.jpg,NNIT1043,"Standard Kitchen Cabinet 3 Drawer Base 12""/15""/18""/21""/24""/27""/30""/36""W x 34.5""H in White Shaker",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/257222387/1/c.jpg,Yes,Yes,"The modern black cookware provides a striking and stylish contrast against the classic white shaker cabinets. The light wood-look handles on the pots and pans can also coordinate beautifully with wood flooring or other natural accents in a kitchen, creating a cohesive and contemporary aesthetic."
XTIS1054,Solid wood kitchen island,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/320226094/1/c.jpg,FFRF1128,Forno 5 Piece 48” Pro Style Kitchen Package,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/250608544/1/c.jpg,No,No,"The warm, traditional style of the wooden kitchen island, with its ornate turned legs and brass details, clashes with the cool, industrial, and modern aesthetic of the professional-style stainless steel appliance package. The two pieces have conflicting design languages."
NDPF1260,Moen Weymouth One-Handle Pull Down Single Handle Kitchen Faucet with Power Boost,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/163614117/1/c.jpg,DFIE1362,Audie Kitchen Cart with Granite Top,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/218367405/1/c.jpg,Yes,Yes,"Both pieces share a strong traditional design language. The faucet's Victorian curves and matte black finish complement the kitchen cart's classic raised-panel doors, turned feet, and dark mahogany wood tone."
GLLK1024,135'' W x 83'' H Medium Density Fiberboard (MDF) Full Kitchen Ready-to-Assemble,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/276187528/1/c.jpg,ASTG5921,Constantine 3 - Light Kitchen Island Linear Pendant,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/44456451/1/c.jpg,No,No,"The ultra-modern, minimalist style of the flat-panel kitchen cabinets clashes with the traditional, ornate design of the pendant light, which features scrolled metalwork and amber glass shades. The two pieces have conflicting design languages."
CBXW1357,Orange Bubble Village Art Deco - City Art Deco Metal Wall Art,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/291025709/1/c.jpg,RCHK1003,"Sardine Tins Matte Vinyl 18' L x 20.5"" W Peel and Stick Wallpaper Roll",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/279391276/1/c.jpg,No,No,"While both pieces are colorful and illustrative, their themes (a whimsical cityscape vs. novelty sardine tins) are completely unrelated. Placing these two visually busy and thematically disparate items together would create a chaotic and clashing aesthetic."
UNQE1144,"Classic Retro 30"" 700 CFM Ducted Under Cabinet Range Hood with Stainless Steel Baffles and Light",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/143703117/1/c.jpg,MDAC1951,Vajilla Deco Wall Cutlery,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/221122110/1/c.jpg,Yes,No,"The sleek, 1950s retro design of the range hood clashes with the ornate, traditional, almost baroque style of the cutlery wall art. The two pieces evoke very different design eras and would create a visually incoherent and jarring aesthetic in the same kitchen."
GLLK1026,FK-CULINARYHEAVEN 108 W x 108 H Full Kitchen,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/276187656/1/c.jpg,VSLE1337,Riggle 47.2'' Wide Kitchen Island,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/297805908/1/c.jpg,Yes,Yes,"The clean, straight lines of both the Shaker-style cabinets and the industrial island create a cohesive modern look. The high-contrast color scheme of matte white and ebonised oak/black is a classic and intentional design choice that would result in a stylish, contemporary kitchen."
DUHM3756,"Brannagh 19.3"" Wide Modern Scandinavian Solid Wood Dining Chair Y-Shaped Backrest",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/266048980/1/c.jpg,RBUD1062,"Large Preschool Kitchen Playset, Large Wooden Play Kitchen with Oven, Refrigerator, Coffee Machine and Microwave , Realistic Toddler Kitchen Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/288970930/1/c.jpg,Yes,No,"The simple, minimalist Scandinavian design of the white dining chair clashes with the more ornate, modern glam style of the play kitchen, which features black cabinetry, gold hardware, and a faux marble countertop. The design languages are too different to feel cohesive."
XHME1160,Beauton Counter Height Stool Farmhouse with Y Back Light Woven Wood Kitchen Fully Assembled,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/249582212/1/c.jpg,BRYS7199,Machuca 5 Piece Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/34823150/1/c.jpg,Yes,Yes,"Both the stool and the dining set share a strong Mid-Century Modern design language, evident in their warm wood tones, curved backrests, and tapered legs. They would coordinate beautifully in an open-plan kitchen and dining space."
VCIS1008,"George Oliver Solid Wood Upholstered Side Chair | Seat with Ergonomic Back Support – Modern Scandinavian Dining Chair, Sturdy Hardwood Frame & Soft Fabric Upholstery for Kitchen, Cafe, or Office",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/354305630/1/c.jpg,TNFI3569,Carvajal Cavanagh 5-Piece Modern Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/332216536/1/c.jpg,No,Yes,"Both products share a distinct Mid-Century Modern aesthetic, characterized by tapered legs and clean lines. The warm wood tone of the chair complements the tabletop, and mixing wood-legged chairs with a metal-legged table creates a sophisticated, layered look."
SQW2976,Seagraves Faux Leather Mid-Century Dining Chair,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/201397396/1/c.jpg,ALMN1181,Gallman 6 - Person Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/172390730/1/c.jpg,No,Yes,"Both products share a distinct Mid-Century Modern aesthetic, featuring dark walnut wood finishes, tapered legs, and curved silhouettes. The gold faux leather of the accent chair would complement the black seats of the dining set, creating a cohesive and intentionally styled look, especially if used as a host chair."
FDXY1243,"Salma 33"" Wide Solid Wood Frame Upholstered Mid Century Modern Retro Accent Chair",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/0/1/c.jpg,ZSTH1188,"Aveon 19.3"" H Mid Century Modern Tufted Leather Side Dining Chair with Steel Frame",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/278605917/1/c.jpg,Yes,Yes,"Both chairs share a distinct Mid-Century Modern style and faux leather upholstery. While one features a warm wood frame and the other a cool chrome base, this contrast is complementary and typical of a curated MCM interior, allowing them to coexist harmoniously in an open-plan living and dining space."
MYJE1060,Dworman Anti-Fatigue Non-Skid French Kitchen Mat,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/296827891/1/c.jpg,KK3070,"Ultimate Corner Play Kitchen with Lights & Sounds, Espresso",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/274256677/1/c.jpg,No,No,These two products are not designed for the same space or user. The kitchen mat is a functional item for an adult kitchen with a traditional French country aesthetic. The play kitchen is a child's toy with a modern design. They would not be used together in the same room.
CAGN1039,Caannasweis Cooking Utensil Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/276281057/1/c.jpg,TMD10215,Teamson Kids Little Chef Colonie Play Kitchen With Accessories,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/359629218/1/c.jpg,No,No,"These products are not functionally compatible. Product 1 is a set of real, full-sized cooking utensils for an actual kitchen, whereas Product 2 is a child's toy play kitchen. The scale and purpose are completely different. Stylistically, the light and airy white and natural wood utensils also clash with the dark grey and gold modern aesthetic of the play kitchen."
TSYA1227,Jennylee  63'' Kitchen Pantry (CB-03),https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/308899313/1/c.jpg,CAYH1022,Muhd Kitchen Mat Set of 2,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/268825629/1/c.jpg,Yes,No,"The styles of these two products are not aligned. The pantry has a clean, modern aesthetic with its white finish and sleek black hardware, while the kitchen mat has a more traditional, plush feel with its dark brown color and raised quatrefoil pattern. The heavy look of the mat would clash with the light, airy design of the pantry."
KFBM3176,Boho Plaza Kitchen Tier Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/186502780/1/c.jpg,BXD10078,Fenech Kitchen Cart,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/58197657/1/c.jpg,Yes,No,"The styles are fundamentally at odds. The vibrant, artistic, bohemian pattern of the curtains clashes with the very traditional design of the kitchen cart, which features turned legs and a muted, neutral color palette. The pairing would feel disjointed and unintentional."
