product_1,product_1_title,product_1_img,product_2,product_2_title,product_2_img,simple_compatible,Gemeni_compatible,reason
ASTG8293,Mcdougald Upholstered Dining Chair,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/38922225/1/c.jpg,AJHO1037,Vendome Floral Carved Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/36243783/1/c.jpg,Yes,Yes,"Both the dining chairs and the dining table share a highly ornate, traditional design aesthetic. They feature a similar dark cherry wood finish, intricate floral carvings, and scrolled details, making them a perfect and cohesive pairing for a formal dining room."
WDLN3149,Artresha 7 Piece Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/22629419/1/c.jpg,NTJS1716,Bohemian Rattan Dining Table For 6,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/295198576/1/c.jpg,No,No,"The two tables represent conflicting design styles. Product 1 is a dark, sleek Mid-Century Modern piece with tapered legs, while Product 2 is a light, natural Bohemian table with solid panel legs and rattan details. The wood tones, silhouettes, and overall aesthetics would clash."
DUHM3612,"Brendi 17"" Wide Scandinavian Mid-Century Modern Minimalist Solid Wood Spindle Back Dining Chairs",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/266698990/1/c.jpg,LGLY4369,Klaudia Mid-Century Modern Dining Table with Rubberwood Legs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/360473073/1/c.jpg,Yes,Yes,"Both pieces share a distinct Mid-Century Modern style, evident in their splayed, tapered legs and simple silhouettes. The classic black and white color combination creates a chic, high-contrast look that is both intentional and cohesive."
OCJB1357,Donner Cane Back Cushioned Bench,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/126366385/1/c.jpg,GRNR2156,Irim Solid Wood Vintage Vibe Accent Cabinet,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/341642671/1/c.jpg,Yes,No,"These pieces have conflicting styles. The bench has a clean-lined, modern coastal aesthetic with its natural wood and cane back, while the cabinet is heavily ornate, distressed, and distinctly French Country. The simple, airy feel of the bench clashes with the detailed, traditional look of the cabinet."
VGX4184,"Shirehampton 54"" Solid Wood Pedestal Dining Table",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/89798640/1/c.jpg,YAGB1178,5-Piece Pedestal Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/295457163/1/c.jpg,No,No,"While both items are pedestal dining tables with glass tops, their core styles are in conflict. Product 1 features an organic, sculptural wood base with a modern, almost Scandinavian feel. Product 2 is distinctly glam, with a sharp, geometric polished gold base and opulent tufted chairs. The natural, flowing lines of the first table clash with the luxurious, high-contrast aesthetic of the second."
CVIS1206, Hobart Modern Rectangular Sintered Stone Dining Table with Pedestal Base,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/339901153/1/c.jpg,SVV11801,Anxhela Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/271112302/1/c.jpg,No,Yes,"Both products feature a modern dining table with a gray, stone-like rectangular top and a black pedestal base, making them highly compatible."
JGOM1164,Recline 9 - Piece Dining Table Set With 110.23'' Extendable Sintered Stone Dining Table and 8 Fabric Chairs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/0/1/c.jpg,WDLM1298,Linzy Pine Solid Wood Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/266474322/1/c.jpg,No,No,"These two dining tables represent completely different design aesthetics. Product 1 is a modern, luxurious set with a sleek black sintered stone top. Product 2 is a rustic, farmhouse-style table made of light-colored, wirebrushed pine. The materials, colors, and overall styles are in direct opposition and would create a jarring, incoherent look in the same space."
VISJ6615,""" Art Deco "" on Canvas",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/279203614/1/c.jpg,EHAT1011,"Erdenheim Modern Square / Rectangle Crystal Chandeliers for Dining Room, Kitchen Island",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/359623255/1/c.jpg,Yes,Yes,"Both pieces share a strong sense of glamour and opulence. The rich jewel tones and gold in the Art Deco canvas complement the sparkling crystals and dark frame of the chandelier, creating a cohesive and luxurious aesthetic suitable for a dramatic dining or living space."
EBLZ2020,Triple C Art Deco Waves I Modern Frameless Wall Mirror,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/0/1/c.jpg,MBXL1935,Nayalis Low Back Upholstered Dining Chairs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/350577445/1/c.jpg,Yes,Yes,"Both pieces share a distinct Art Deco and modern glam aesthetic. The 'waves' design mentioned for the mirror would complement the curved metal backs and arms of the chairs, creating a cohesive and sophisticated look in a dining space."
MSTT1380,Martha Stewart Elmcrest Wood Upholstered  Dining Chair with Nailhead Trim,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/335662314/1/c.jpg,RDHN2965,Beebe Rectangular 64'' L x 38'' W Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/262193327/1/c.jpg,Yes,Yes,"Both pieces share a light, weathered wood finish and a transitional farmhouse aesthetic. The Martha Stewart chair, with its neutral upholstery and nailhead trim, would work beautifully as a host chair at the ends of the Beebe dining table, complementing the tufted yellow side chairs for a curated, designer look."
